table_slot	layout_id	layout_name	version	width	height	logical_bytes	padded_grid_tiles	padded_grid_bytes	source	source_path	source_sha256	source_crc32	raw_file_bytes	trailing_bytes	lz_stream_bytes	lz_stream_sha256	lz_stream_crc32	lz_decode_consumed_bytes	lz_padding_bytes	storage	stored_bytes	aligned_storage_bytes	interrecord_alignment_bytes	compressed_stream_artifact	special_raw_exception_candidate
910	LAYOUT_GOLDENROD_CITY_POKEMON_CENTER_HNS	GoldenrodCity_PokemonCenter_hns_Layout	hns	19	11	418	850	1700	data/layouts/GoldenrodCity_PokemonCenter_hns/map.bin	data/layouts/GoldenrodCity_PokemonCenter_hns/map.bin	5263f201967ef51f21699a641a94027745e249db1555c01d6d8ad6f25c4af9bd	88b3dbb5	418	0	284	af46e9a73c29663692d161aa6b8bea5e3413f3bc7e2e3a6ac91517f160c4aa9e	87ec0792	282	2	gba_lz77	284	284	0	streams/0910-LAYOUT_GOLDENROD_CITY_POKEMON_CENTER_HNS.lz	
911	LAYOUT_GOLDENROD_CITY_RADIO_TOWER_1F_HNS	GoldenrodCity_RadioTower_1F_hns_Layout	hns	32	16	1024	1410	2820	data/layouts/GoldenrodCity_RadioTower_1F_hns/map.bin	data/layouts/GoldenrodCity_RadioTower_1F_hns/map.bin	99cedb05868835cba8d2c241f60c89b18e4193edb450298c041e92d5d3745a80	d8f6f552	1024	0	232	918d3068d9bf701cd04c4c7849ecdb9c8eb3586b4e3d89d22ea69a82b0326d3c	90de496f	230	2	gba_lz77	232	232	0	streams/0911-LAYOUT_GOLDENROD_CITY_RADIO_TOWER_1F_HNS.lz	
912	LAYOUT_GOLDENROD_CITY_RADIO_TOWER_2F_HNS	GoldenrodCity_RadioTower_2F_hns_Layout	hns	32	16	1024	1410	2820	data/layouts/GoldenrodCity_RadioTower_2F_hns/map.bin	data/layouts/GoldenrodCity_RadioTower_2F_hns/map.bin	5a1c72cd737b6e1d4aa07fa8b791653d34e9a25cd54f5c197c59725656d09c76	2ecd12a1	1024	0	308	f50416053c41160ed82ae341ebe93e11475e5f3bd9ae55407e1d8b56284b2c6e	955fc3d8	306	2	gba_lz77	308	308	0	streams/0912-LAYOUT_GOLDENROD_CITY_RADIO_TOWER_2F_HNS.lz	
913	LAYOUT_GOLDENROD_CITY_RADIO_TOWER_3F_HNS	GoldenrodCity_RadioTower_3F_hns_Layout	hns	32	16	1024	1410	2820	data/layouts/GoldenrodCity_RadioTower_3F_hns/map.bin	data/layouts/GoldenrodCity_RadioTower_3F_hns/map.bin	8e8f18c9b9bd77c23d3c72728a539cf126a308c6977830a25cf743a4f8d5cec7	1deed02b	1024	0	284	e0efee198c084ae7b8c3455314aeb48c3ae3163dde74651dcc1b321c3a94fb3f	7ee876fa	283	1	gba_lz77	284	284	0	streams/0913-LAYOUT_GOLDENROD_CITY_RADIO_TOWER_3F_HNS.lz	
914	LAYOUT_GOLDENROD_CITY_RADIO_TOWER_4F_HNS	GoldenrodCity_RadioTower_4F_hns_Layout	hns	32	16	1024	1410	2820	data/layouts/GoldenrodCity_RadioTower_4F_hns/map.bin	data/layouts/GoldenrodCity_RadioTower_4F_hns/map.bin	a04269a81fa5d83a30447234ade3fe03a1255c5db5d01525df95505b37fb089f	0ac6fcee	1024	0	300	71a631220af971fe7f73787db6e582e282a2f338a0286976d9387ab62fc7d3cc	03365539	299	1	gba_lz77	300	300	0	streams/0914-LAYOUT_GOLDENROD_CITY_RADIO_TOWER_4F_HNS.lz	
915	LAYOUT_GOLDENROD_CITY_RADIO_TOWER_5F_HNS	GoldenrodCity_RadioTower_5F_hns_Layout	hns	34	16	1088	1470	2940	data/layouts/GoldenrodCity_RadioTower_5F_hns/map.bin	data/layouts/GoldenrodCity_RadioTower_5F_hns/map.bin	9da59bec168148e241e5622f3b8857221a92d8e666094f16060efffdc48d06b9	cae83cf1	1088	0	348	169c768cc96c5407ce7b87d59a37a99a9734daed7c313c854872ca52c564dd7a	9dec0523	348	0	gba_lz77	348	348	0	streams/0915-LAYOUT_GOLDENROD_CITY_RADIO_TOWER_5F_HNS.lz	
916	LAYOUT_GOLDENROD_CITY_TRAIN_STATION_HNS	GoldenrodCity_TrainStation_hns_Layout	hns	154	28	8624	7098	14196	data/layouts/GoldenrodCity_TrainStation_hns/map.bin	data/layouts/GoldenrodCity_TrainStation_hns/map.bin	42512c5e0b11c551ce23d201be00150f86d90a489c28be298b28b3c50a480138	601ece12	8624	0	1240	4807f6282b8e26fb19cb0414d92f1036ab1919a1eaef481c8200de0adc2d8fd8	672108e7	1238	2	gba_lz77	1240	1240	0	streams/0916-LAYOUT_GOLDENROD_CITY_TRAIN_STATION_HNS.lz	
917	LAYOUT_GOLDENROD_CITY_UNDERGROUND_ENTRANCE_HNS	GoldenrodCity_UndergroundEntrance_hns_Layout	hns	28	10	560	1032	2064	data/layouts/GoldenrodCity_UndergroundEntrance_hns/map.bin	data/layouts/GoldenrodCity_UndergroundEntrance_hns/map.bin	6315efb6439cbbcf03fea056818c8a85db81f25f8cf2a114f79682cd7837924d	c67ec68e	560	0	172	be6621da513d6f04aaa339bfba300128646d9e5aa4549877e28e6e698d2a71cf	dc48e23a	172	0	gba_lz77	172	172	0	streams/0917-LAYOUT_GOLDENROD_CITY_UNDERGROUND_ENTRANCE_HNS.lz	
918	LAYOUT_GOLDENROD_CITY_UNDERGROUND_STORAGE_HNS	GoldenrodCity_UndergroundStorage_hns_Layout	hns	30	19	1140	1485	2970	data/layouts/GoldenrodCity_UndergroundStorage_hns/map.bin	data/layouts/GoldenrodCity_UndergroundStorage_hns/map.bin	ae8546466d6c4746b3480b17ac93416d0f0b859974722583879247d7dbe5550a	9d77d41b	1140	0	304	6c01cf216bf76c010239b2e7472b2c1bf99e1d7304d964b64dc71f90a41d0c09	026d62eb	302	2	gba_lz77	304	304	0	streams/0918-LAYOUT_GOLDENROD_CITY_UNDERGROUND_STORAGE_HNS.lz	
919	LAYOUT_GOLDENROD_CITY_UNDERGROUND_SWITCHES_HNS	GoldenrodCity_UndergroundSwitches_hns_Layout	hns	60	18	2160	2400	4800	data/layouts/GoldenrodCity_UndergroundSwitches_hns/map.bin	data/layouts/GoldenrodCity_UndergroundSwitches_hns/map.bin	e8b977eb0016d54cd5c0b58d447aa6cc93aaa38855df6e2a685bc423cf3b4681	6849d893	2160	0	404	15ebfdd16a93c7962a21d828a9196b0e5e1dd16d9eb8a2a102180e6674d6db87	6a03cf4c	403	1	gba_lz77	404	404	0	streams/0919-LAYOUT_GOLDENROD_CITY_UNDERGROUND_SWITCHES_HNS.lz	
920	LAYOUT_GOLDENROD_CITY_UNDERGROUND_TUNNEL_HNS	GoldenrodCity_UndergroundTunnel_hns_Layout	hns	16	36	1152	1550	3100	data/layouts/GoldenrodCity_UndergroundTunnel_hns/map.bin	data/layouts/GoldenrodCity_UndergroundTunnel_hns/map.bin	0e420e3b968fc2e8bed23f06f6d68e5cd2a153f94585ec481e9680b44fcf5e0a	aa575f9e	1152	0	332	c3c9e05fb14a675e6b2e0990d0d5375a05980111251fd49286e6886296c53b94	6bddf9d5	330	2	gba_lz77	332	332	0	streams/0920-LAYOUT_GOLDENROD_CITY_UNDERGROUND_TUNNEL_HNS.lz	
921	LAYOUT_ICE_PATH_1F_HNS	IcePath_1F_hns_Layout	hns	53	35	3710	3332	6664	data/layouts/IcePath_1F_hns/map.bin	data/layouts/IcePath_1F_hns/map.bin	b855205840765a3ed4edf843809f97abe4f997912ac9a04b35e1c02262e49b40	17e02856	3710	0	844	0bb0ef64e1cf3e3c8e86ba36a908b17e58d7fe7d08293e62e7992f47c188a0f1	8a885f85	843	1	gba_lz77	844	844	0	streams/0921-LAYOUT_ICE_PATH_1F_HNS.lz	
922	LAYOUT_ICE_PATH_B1F_HNS	IcePath_B1F_hns_Layout	hns	35	50	3500	3200	6400	data/layouts/IcePath_B1F_hns/map.bin	data/layouts/IcePath_B1F_hns/map.bin	65193a47eb8baa3451f5d2a72d1bcfc9be55054dc1f0a4741325ac4342980024	de5dcf50	3500	0	896	ab8949f59b02bd878812bc244ea826ab9c02e414e3e82244a0a3bd4e166530e8	058de578	893	3	gba_lz77	896	896	0	streams/0922-LAYOUT_ICE_PATH_B1F_HNS.lz	
923	LAYOUT_ICE_PATH_B2F_HNS	IcePath_B2F_hns_Layout	hns	34	28	1904	2058	4116	data/layouts/IcePath_B2F_hns/map.bin	data/layouts/IcePath_B2F_hns/map.bin	f9cb14d66e962556ecf77afe8ae4da2bb207d852d3d312f5f0464adec3d61bdb	3a7e4776	1904	0	392	9d5383d3c8557c9a1136d3ab915acb44a73978ff48699903ec7990ed044adfd8	74338bb0	391	1	gba_lz77	392	392	0	streams/0923-LAYOUT_ICE_PATH_B2F_HNS.lz	
924	LAYOUT_ICE_PATH_B3F_HNS	IcePath_B3F_hns_Layout	hns	26	28	1456	1722	3444	data/layouts/IcePath_B3F_hns/map.bin	data/layouts/IcePath_B3F_hns/map.bin	4bb0902aa710edd191cdd28566da0e25f567503c4354d69f1f20f1e0ec6d2b23	42500962	1456	0	432	7c8fb65ced1735a73c16ad047d782021dd252099c6696d3484f4e65c966dd586	a608a8a2	430	2	gba_lz77	432	432	0	streams/0924-LAYOUT_ICE_PATH_B3F_HNS.lz	
925	LAYOUT_ICE_PATH_B4F_HNS	IcePath_B4F_hns_Layout	hns	30	28	1680	1890	3780	data/layouts/IcePath_B4F_hns/map.bin	data/layouts/IcePath_B4F_hns/map.bin	cb7d1e63cec1547887671dc822be467584466856fb019988cd18f0705636158f	ebc6cfa9	1680	0	352	d1a7fa59f5c64213afa1dfbffcf4ee11ea629096e53df6ecb6f9ab06a0b2d3bb	e614663d	350	2	gba_lz77	352	352	0	streams/0925-LAYOUT_ICE_PATH_B4F_HNS.lz	
926	LAYOUT_ILEX_FOREST_HNS	IlexForest_hns_Layout	hns	82	73	11972	8439	16878	data/layouts/IlexForest_hns/map.bin	data/layouts/IlexForest_hns/map.bin	2f467fb1950930ffefcd233507a3c81977d6750a548d05d4a8739cd59b49b015	96a6ba3e	11972	0	2380	5445c10a4b8f2df4cd90209c152af69c9f93248a23bf61611183aa31fe91ac3c	dc7e3f7e	2378	2	gba_lz77	2380	2380	0	streams/0926-LAYOUT_ILEX_FOREST_HNS.lz	
927	LAYOUT_INDIGO_PLATEAU_HNS	IndigoPlateau_hns_Layout	hns	24	20	960	1326	2652	data/layouts/IndigoPlateau_hns/map.bin	data/layouts/IndigoPlateau_hns/map.bin	d2f5ca748215f56667c8cb447f8c51365fc73b113a7be2f1696b68898150dd6c	d00d8da2	960	0	428	a5180eda052be9566afddaba9b4bc1c4994a97407a8a657b921f4710297f996a	fc8cc5b9	428	0	gba_lz77	428	428	0	streams/0927-LAYOUT_INDIGO_PLATEAU_HNS.lz	
928	LAYOUT_INDIGO_PLATEAU_POKEMON_CENTER_HNS	IndigoPlateau_PokemonCenter_hns_Layout	hns	35	18	1260	1600	3200	data/layouts/IndigoPlateau_PokemonCenter_hns/map.bin	data/layouts/IndigoPlateau_PokemonCenter_hns/map.bin	6656f1ca0609beafdff2e2003bbf62a3f382c1ca773ddddc398492dcef6f654c	4b5d9a24	1260	0	400	59e5c899aeef10f6cca64ae12ed9947ce1629792b221af0e2cd719961c9f976e	fd892b76	397	3	gba_lz77	400	400	0	streams/0928-LAYOUT_INDIGO_PLATEAU_POKEMON_CENTER_HNS.lz	
929	LAYOUT_LAKE_OF_RAGE_HNS	LakeOfRage_hns_Layout	hns	64	47	6016	4819	9638	data/layouts/LakeOfRage_hns/map.bin	data/layouts/LakeOfRage_hns/map.bin	1c560d7c165c2f1f1ff04f51e0d207df45f0bcf6373027a57c39fb043fa17e0f	6017c14a	6016	0	1352	52fd038c3eb385d57edc3bf5e9bd7878baeb180b4f7bd3b5e0d66bb472197f75	6ff4fb8b	1352	0	gba_lz77	1352	1352	0	streams/0929-LAYOUT_LAKE_OF_RAGE_HNS.lz	
930	LAYOUT_LAKE_OF_RAGE_HOUSE1_HNS	LakeOfRage_House1_hns_Layout	hns	13	10	260	672	1344	data/layouts/LakeOfRage_House1_hns/map.bin	data/layouts/LakeOfRage_House1_hns/map.bin	3bbda87d7f05822ce73a2cf71cd9be6ddaff29b114bc46736b0312eb603a10db	550a14f6	260	0	168	94626934fb710a7a023749f3a5d356dbfd65844d1beb9523523d0a40d3abf23f	f9cb53e9	166	2	gba_lz77	168	168	0	streams/0930-LAYOUT_LAKE_OF_RAGE_HOUSE1_HNS.lz	
931	LAYOUT_LAKE_OF_RAGE_HOUSE2_HNS	LakeOfRage_House2_hns_Layout	hns	13	10	260	672	1344	data/layouts/LakeOfRage_House2_hns/map.bin	data/layouts/LakeOfRage_House2_hns/map.bin	517191f70f60587e544d08097dc205e58ce11b5c389bba26e90818dcbeb096b4	38a485ce	260	0	160	c8d19359f29f3fbe97c18a917d3ebdd7cedc0acea695313c534141392ba5b613	9f70cd4d	159	1	gba_lz77	160	160	0	streams/0931-LAYOUT_LAKE_OF_RAGE_HOUSE2_HNS.lz	
932	LAYOUT_LAKE_OF_RAGE_LOW_TIDE_HNS	LakeOfRageLowTide_hns_Layout	hns	64	47	6016	4819	9638	data/layouts/LakeOfRageLowTide_hns/map.bin	data/layouts/LakeOfRageLowTide_hns/map.bin	0d1f60a1fc4ceb7b89f8d55eb06360541ed82f70d908c122cc3b28649f158df9	e16c5315	6016	0	1512	2e298a4217e76dc3296fce0e14b4534d63056f85cec91a81d596fb98a3ab856d	7e6a8615	1509	3	gba_lz77	1512	1512	0	streams/0932-LAYOUT_LAKE_OF_RAGE_LOW_TIDE_HNS.lz	
933	LAYOUT_LAVENDER_TOWN_HOUSE1_HNS	LavenderTown_House1_hns_Layout	hns	12	9	216	621	1242	data/layouts/LavenderTown_House1_hns/map.bin	data/layouts/LavenderTown_House1_hns/map.bin	61137c10387cd6a6c82f23de1e8436bb58c4ff510f3180efe0994456b9be8c7d	1714b311	216	0	160	c2cb5d3e6984d743e7f84ebcbee4aae30d3bd0c8391051f269ff5faab5415cde	7a2d04b6	159	1	gba_lz77	160	160	0	streams/0933-LAYOUT_LAVENDER_TOWN_HOUSE1_HNS.lz	
934	LAYOUT_LAVENDER_TOWN_HOUSE2_HNS	LavenderTown_House2_hns_Layout	hns	13	10	260	672	1344	data/layouts/LavenderTown_House2_hns/map.bin	data/layouts/LavenderTown_House2_hns/map.bin	517191f70f60587e544d08097dc205e58ce11b5c389bba26e90818dcbeb096b4	38a485ce	260	0	160	c8d19359f29f3fbe97c18a917d3ebdd7cedc0acea695313c534141392ba5b613	9f70cd4d	159	1	gba_lz77	160	160	0	streams/0934-LAYOUT_LAVENDER_TOWN_HOUSE2_HNS.lz	
935	LAYOUT_LAVENDER_TOWN_HOUSE3_HNS	LavenderTown_House3_hns_Layout	hns	13	10	260	672	1344	data/layouts/LavenderTown_House3_hns/map.bin	data/layouts/LavenderTown_House3_hns/map.bin	5135420032c1608867993c52ba9dd92a06f94dab9910c20b374866a2a88f438b	6f1a32b7	260	0	168	d1c0faa3ed539cbe6b4ede6663fe98c777512517ccd2cdae8ca491d3aa558884	967f0135	165	3	gba_lz77	168	168	0	streams/0935-LAYOUT_LAVENDER_TOWN_HOUSE3_HNS.lz	
936	LAYOUT_LAVENDER_TOWN_MART_HNS	LavenderTown_Mart_hns_Layout	hns	11	9	198	598	1196	data/layouts/LavenderTown_Mart_hns/map.bin	data/layouts/LavenderTown_Mart_hns/map.bin	87e68f94083db170de581a81f57bbca41a81a6e8bfa0bf8bf736724259c161a6	2e2006f4	198	0	176	2dd227c901ecc819628e22734e963210bcec525c27732c7e2dfb5c7a50f3c5a6	b4feec03	176	0	gba_lz77	176	176	0	streams/0936-LAYOUT_LAVENDER_TOWN_MART_HNS.lz	
937	LAYOUT_LAVENDER_TOWN_POKEMON_CENTER_HNS	LavenderTown_PokemonCenter_hns_Layout	hns	15	10	300	720	1440	data/layouts/LavenderTown_PokemonCenter_hns/map.bin	data/layouts/LavenderTown_PokemonCenter_hns/map.bin	7af8642393f6c04ac3de5061cbf438362af08b2e9d6daff52d86c78742a6ce8b	1ead7d5a	300	0	220	6c7c897fa28399ff4d55c354c7501b9bdd3dd7c6954358f15fbfefc71beb03c6	295a7d02	220	0	gba_lz77	220	220	0	streams/0937-LAYOUT_LAVENDER_TOWN_POKEMON_CENTER_HNS.lz	
938	LAYOUT_LAVENDER_TOWN_RADIO_STATION_HNS	LavenderTown_RadioStation_hns_Layout	hns	21	11	462	900	1800	data/layouts/LavenderTown_RadioStation_hns/map.bin	data/layouts/LavenderTown_RadioStation_hns/map.bin	4ba33eb4526ddd18283476607d509b2c1c52b911adffb589f1939df475e30f5a	b4f50d88	462	0	292	1df6556409343dc4651705823af078cb6e1b7b73ec646170dcc290924a7575f7	fae631d4	289	3	gba_lz77	292	292	0	streams/0938-LAYOUT_LAVENDER_TOWN_RADIO_STATION_HNS.lz	
939	LAYOUT_LAVENDER_TOWN_SOUL_HOUSE_HNS	LavenderTown_SoulHouse_hns_Layout	hns	24	20	960	1326	2652	data/layouts/LavenderTown_SoulHouse_hns/map.bin	data/layouts/LavenderTown_SoulHouse_hns/map.bin	7c7f95c23620269f8ed1c2c1086e54dc6cb0657237e584787c6c8600ef84dcfe	61afdcd7	960	0	200	5e7a325c895cbd5776e3e765b70f13c8166ae6e706c627d884f81a650b886346	954eefe2	199	1	gba_lz77	200	200	0	streams/0939-LAYOUT_LAVENDER_TOWN_SOUL_HOUSE_HNS.lz	
940	LAYOUT_MAHOGANYTOWN_HNS	Mahoganytown_hns_Layout	hns	44	28	2464	2478	4956	data/layouts/Mahoganytown_hns/map.bin	data/layouts/Mahoganytown_hns/map.bin	8851520b6bac5570066ec715e85c486412b8ae19d3f8d1669784136084827cb3	c85c5331	2464	0	928	56f2f08323b64064027f6cbf54bb5f34b0de7d3e47a480039251e93b4f330715	2b54cd92	926	2	gba_lz77	928	928	0	streams/0940-LAYOUT_MAHOGANYTOWN_HNS.lz	
941	LAYOUT_MAHOGANY_TOWN_GYM_HNS	MahoganyTown_Gym_hns_Layout	hns	25	30	1500	1760	3520	data/layouts/MahoganyTown_Gym_hns/map.bin	data/layouts/MahoganyTown_Gym_hns/map.bin	fb6f2f939b339b583eb5b446420270f897b95e0292801c9218b77f22c3525b50	9743549f	1500	0	360	a29dfcecd18912c59fc0698e49302958cd77a73e0a96abbaa35f857a87df9d51	21d06425	360	0	gba_lz77	360	360	0	streams/0941-LAYOUT_MAHOGANY_TOWN_GYM_HNS.lz	
942	LAYOUT_MAHOGANY_TOWN_HOUSE1_HNS	MahoganyTown_House1_hns_Layout	hns	13	10	260	672	1344	data/layouts/MahoganyTown_House1_hns/map.bin	data/layouts/MahoganyTown_House1_hns/map.bin	5135420032c1608867993c52ba9dd92a06f94dab9910c20b374866a2a88f438b	6f1a32b7	260	0	168	d1c0faa3ed539cbe6b4ede6663fe98c777512517ccd2cdae8ca491d3aa558884	967f0135	165	3	gba_lz77	168	168	0	streams/0942-LAYOUT_MAHOGANY_TOWN_HOUSE1_HNS.lz	
943	LAYOUT_MAHOGANY_TOWN_POKEMON_CENTER_HNS	MahoganyTown_PokemonCenter_hns_Layout	hns	16	10	320	744	1488	data/layouts/MahoganyTown_PokemonCenter_hns/map.bin	data/layouts/MahoganyTown_PokemonCenter_hns/map.bin	6128681ae811f6f6fb46b81baf0444c45735130d9330858aa391979223a515b3	721f5074	320	0	232	1242c726113c8c3e2bb5fd987a82f9f8a36e957d2da8e88d485b456d92472637	2f887aea	230	2	gba_lz77	232	232	0	streams/0943-LAYOUT_MAHOGANY_TOWN_POKEMON_CENTER_HNS.lz	
944	LAYOUT_MAHOGANY_TOWN_SHOP_HNS	MahoganyTown_Shop_hns_Layout	hns	10	12	240	650	1300	data/layouts/MahoganyTown_Shop_hns/map.bin	data/layouts/MahoganyTown_Shop_hns/map.bin	112c9075f0216c5107c48bce5d9ad48e56be3ad9aa17d904528a43a3b184aeae	733d351c	240	0	148	f21430efd6b57cacfa282758a2a25b67ddbaf66ba5e47d85f22b8fe27847f605	207c9531	146	2	gba_lz77	148	148	0	streams/0944-LAYOUT_MAHOGANY_TOWN_SHOP_HNS.lz	
945	LAYOUT_MT_MOON_CAVE_HNS	MtMoon_Cave_hns_Layout	hns	50	40	4000	3510	7020	data/layouts/MtMoon_Cave_hns/map.bin	data/layouts/MtMoon_Cave_hns/map.bin	88c99af277ec9a1c18c8a4e8a1f7287f0c2347001f8ca34ce96a6e49cd7bfa9e	84c724f8	4000	0	1016	4cdd54f9d90542ae5fbf0355c8968e9a78552d75bd7b9fb0949d20d4619aabe5	7c16654d	1014	2	gba_lz77	1016	1016	0	streams/0945-LAYOUT_MT_MOON_CAVE_HNS.lz	
946	LAYOUT_MT_MOON_OUTSIDE_HNS	MtMoon_Outside_hns_Layout	hns	49	29	2842	2752	5504	data/layouts/MtMoon_Outside_hns/map.bin	data/layouts/MtMoon_Outside_hns/map.bin	d4925f90810ca2b6e4b8cd28587c10faf9142a75d1eeee64add192ab356a9158	e3d943f4	2842	0	724	251513dcabceda0cf26165f43982bfebeae76c7d540d4037e25c4ca885adb844	0225bbcc	723	1	gba_lz77	724	724	0	streams/0946-LAYOUT_MT_MOON_OUTSIDE_HNS.lz	
947	LAYOUT_MT_MOON_SHOP_HNS	MtMoon_Shop_hns_Layout	hns	10	13	260	675	1350	data/layouts/MtMoon_Shop_hns/map.bin	data/layouts/MtMoon_Shop_hns/map.bin	06919affe18ed0d4a96c90aa2e4f41459292a0edff40bbecefe0e8a2c0e6b8b4	a03fd8d9	260	0	156	da394708fad82e3fa3c785d6c61227cd2e9a96b3cff90c63457c1683f16480c7	4c1e0af4	154	2	gba_lz77	156	156	0	streams/0947-LAYOUT_MT_MOON_SHOP_HNS.lz	
948	LAYOUT_MT_MORTAR_1F_NORTH_HNS	MtMortar_1F_North_hns_Layout	hns	74	66	9768	7120	14240	data/layouts/MtMortar_1F_North_hns/map.bin	data/layouts/MtMortar_1F_North_hns/map.bin	a79b3980fc80e138f6e6f4ce4f02a62de576b9a6e0e905d26261b8a372cef59b	ed72f9f0	9768	0	2412	c1673618a9be6a9a58ff0dca606544d94a53dd55c41f71771db67a41f4a87650	14674d15	2410	2	gba_lz77	2412	2412	0	streams/0948-LAYOUT_MT_MORTAR_1F_NORTH_HNS.lz	
949	LAYOUT_MT_MORTAR_1F_SOUTH_HNS	MtMortar_1F_South_hns_Layout	hns	88	50	8800	6592	13184	data/layouts/MtMortar_1F_South_hns/map.bin	data/layouts/MtMortar_1F_South_hns/map.bin	ba3a49c08861fc6e77edb32ed96b3defb7d790d3a971b3c3f4b390734f2f3019	c2aa8d7b	8800	0	1632	f22452810e4d3a64385f9e3aff51a955fd0cf54daf9da34e5baa5dfcb653bac3	dd855cb6	1632	0	gba_lz77	1632	1632	0	streams/0949-LAYOUT_MT_MORTAR_1F_SOUTH_HNS.lz	
950	LAYOUT_MT_MORTAR_2F_HNS	MtMortar_2F_hns_Layout	hns	56	40	4480	3834	7668	data/layouts/MtMortar_2F_hns/map.bin	data/layouts/MtMortar_2F_hns/map.bin	58119e549c76300327241165443d94cbf7c7bdcd409e92e3132620f1572a97ca	05a9f774	4480	0	1136	0b1633bde4b87a3a0bbe48efbdad327da3614aa2a96c3b68232490344d5e49ca	a2d0a425	1135	1	gba_lz77	1136	1136	0	streams/0950-LAYOUT_MT_MORTAR_2F_HNS.lz	
951	LAYOUT_MT_MORTAR_B1F_HNS	MtMortar_B1F_hns_Layout	hns	58	58	6728	5256	10512	data/layouts/MtMortar_B1F_hns/map.bin	data/layouts/MtMortar_B1F_hns/map.bin	85b27d367b60d1e19b95b0e7b41a96fa324463ad13b270339b66bd68aea23115	c297e4d7	6728	0	1352	e08a07e61ac6bd57cad058405f43efad918a0e1e38fe063db137a317a695f92a	ea9d7545	1349	3	gba_lz77	1352	1352	0	streams/0951-LAYOUT_MT_MORTAR_B1F_HNS.lz	
952	LAYOUT_MT_SILVER_1F_ITEM_ROOM_HNS	MtSilver_1F_ItemRoom_hns_Layout	hns	20	20	800	1190	2380	data/layouts/MtSilver_1F_ItemRoom_hns/map.bin	data/layouts/MtSilver_1F_ItemRoom_hns/map.bin	f71757da6239283fe1a49019a87531fceb1e6f1fd2dc9ebd98a6e71c30fd3d86	e08c0b2b	800	0	220	d810bbdeade0592da75502cfd15670d8c912a374dc0da0dd6d0ba1d957532af9	d848bb0a	217	3	gba_lz77	220	220	0	streams/0952-LAYOUT_MT_SILVER_1F_ITEM_ROOM_HNS.lz	
953	LAYOUT_MT_SILVER_1F_MOLTRES_ROOM_HNS	MtSilver_1F_MoltresRoom_hns_Layout	hns	35	35	2450	2450	4900	data/layouts/MtSilver_1F_MoltresRoom_hns/map.bin	data/layouts/MtSilver_1F_MoltresRoom_hns/map.bin	5ba7067cbe960931dbb34a8ab0a0ca506dd755c5d6279c1497e73d5ecdfcc7d6	c3acad3a	2450	0	440	49f808812c57c5bf5e14c860ac468cc5680e7ea0889542388cdf9354348868b6	f3eaba69	437	3	gba_lz77	440	440	0	streams/0953-LAYOUT_MT_SILVER_1F_MOLTRES_ROOM_HNS.lz	
954	LAYOUT_MT_SILVER_1F_WATERFALL_ROOM_HNS	MtSilver_1F_WaterfallRoom_hns_Layout	hns	60	50	6000	4800	9600	data/layouts/MtSilver_1F_WaterfallRoom_hns/map.bin	data/layouts/MtSilver_1F_WaterfallRoom_hns/map.bin	39b71fc36db4c62f45a0f8bba4ebca75a1351286cefa430102a115888f08cfe3	0a5b993b	6000	0	1336	0a93b74db313d904c1f2e07d2443c9c63ce02d604f231c5bb0301929f3ea8250	a5c8b744	1334	2	gba_lz77	1336	1336	0	streams/0954-LAYOUT_MT_SILVER_1F_WATERFALL_ROOM_HNS.lz	
955	LAYOUT_MT_SILVER_2F_HNS	MtSilver_2F_hns_Layout	hns	51	51	5202	4290	8580	data/layouts/MtSilver_2F_hns/map.bin	data/layouts/MtSilver_2F_hns/map.bin	66a80721edb7882fb8abfe1588db695a3bd0e0fafffa9e3e4b2f89a983b819d1	90c80a55	5202	0	1036	13edf47bfc1e09e41f43a6f1421e78890a72b1a95979f689b3d2f3ffe75c5991	b8ba9ec1	1036	0	gba_lz77	1036	1036	0	streams/0955-LAYOUT_MT_SILVER_2F_HNS.lz	
956	LAYOUT_MT_SILVER_3F_HNS	MtSilver_3F_hns_Layout	hns	55	25	2750	2730	5460	data/layouts/MtSilver_3F_hns/map.bin	data/layouts/MtSilver_3F_hns/map.bin	6069344e6819ca892e9d8e489619beaa7cdb2d9c8fda781e213da2d220b034f7	23261cb3	2750	0	440	260cf42f4cfb7157116d9109eafe2ce46394e3e6d6977309a32d8264a5850e84	ee7f18d4	440	0	gba_lz77	440	440	0	streams/0956-LAYOUT_MT_SILVER_3F_HNS.lz	
957	LAYOUT_MT_SILVER_MOUNTAIN_SIDE_HNS	MtSilver_MountainSide_hns_Layout	hns	55	61	6710	5250	10500	data/layouts/MtSilver_MountainSide_hns/map.bin	data/layouts/MtSilver_MountainSide_hns/map.bin	716d5238dc3a57d60a3cb43541ebb1961205a35629c63d123a5c980f40a772e0	db94eb39	6710	0	1332	095def96505452ed6eb34cb325c307d4e2d9ca880b7c61ca35385ef5202960c0	73480218	1332	0	gba_lz77	1332	1332	0	streams/0957-LAYOUT_MT_SILVER_MOUNTAIN_SIDE_HNS.lz	
